         16595716 function calls (16555956 primitive calls) in 4.772 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:194(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/interchange/dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:432(LoadInstr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/orcjit.py:7(_LinkElement)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexing.py:2606(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/rewrites/static_getitem.py:5(RewriteConstGetitems)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:1133(IndexValue)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/errors.py:254(reset_terminal)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/_utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_differentiable_functions.py:463(_VectorHessWrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/charset_normalizer/md.py:165(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:1625(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/context.py:22(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_exceptions.py:67(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/typeof.py:171(_typeof_str)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/events.py:55(__init__)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/functools.py:767(is_related)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:389(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/csv.py:134(unix_dialect)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeinfer.py:904(TypeVarMap)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/utils.py:444(UniqueDict)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_continuous_distns.py:10819(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/importlib/metadata/__init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/errors.py:99(NumbaPedanticWarning)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:781(AtomicRMW)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/common.py:1088(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/urllib/parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:1107(_HelpAction)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:890(DictIteratorType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:803(TryRaise)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_exceptions.py:52(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:1237(Registry)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:238(EqualityCheckMixin)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:511(ContextManager)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/npytypes.py:299(NumpyNdEnumerateType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:622(ExtractElement)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2584(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:1510(__init__)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/nanops.py:1499(_maybe_null_out)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/np/ufunc/ufuncbuilder.py:256(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/containers.py:607(SetEntry)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeinfer.py:135(ConstraintNetwork)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_discrete_distns.py:1928(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:52(ExtractByteCode)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:550(GEPInstr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distn_infrastructure.py:600(rv_continuous_frozen)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/interpolate/_fitpack2.py:1355(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/concurrent/futures/_base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/dtypes/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:351(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/npydecl.py:358(Numpy_method_redirection)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:676(GenericNotIn)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/npytypes.py:422(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:1103(_BaseArgument)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/codegen.py:980(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/zipfile/__init__.py:749(_check_compression)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/builtins.py:31(PrintItem)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pytz/lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/scalars.py:135(Complex)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/importlib/resources/_common.py:174(_)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/parfors/parfor.py:1757(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:310(Inst)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/misc.py:211(Object)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/datamodel/models.py:911(OptionalModel)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2014(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:343(Stmt)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/multiarray.py:115(empty_like)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/values.py:417(Value)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/pytables.py:394(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/dateutil/parser/_parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:1128(_VersionAction)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/pythonapi.py:96(NativeValue)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:692(ExtractValue)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/postproc.py:5(YieldPoint)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:745(StaticRaise)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/withcontexts.py:68(_ByPassContextType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/testing/_private/utils.py:2112(IgnoreException)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/types/abstract.py:501(Poison)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/errors/__init__.py:367(DataError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typed_passes.py:524(NativeParforLowering)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/rewrites/static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/ir.py:729(Raise)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/ffi.py:236(_DeadPointer)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_continuous_distns.py:672(FitSolverError)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:185(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_compat/common/_typing.py:113(DTypesBool)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:349(AbstractTemplate)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_hessian_update_strategy.py:425(SR1)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/blocks.py:2698(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/types.py:403(FloatType)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/instructions.py:511(StoreAtomicInstr)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/untyped_passes.py:407(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeinfer.py:267(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/types.py:511(Aggregate)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/parsers/readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/methods/selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trustregion_constr/report.py:44(IPReport)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/events.py:84(MappingEndEvent)
